Date,BLL,DISH,DVA,NEM,UDR,VFC
4/2/2012,19.80630875,32.67292404,44.86000061,42.89167404,19.15073967,28.11197281
4/3/2012,20.0131073,32.39075851,44.70999908,41.43476868,19.13650322,28.23825645
4/4/2012,20.04527283,31.77777481,43.45000076,39.94496155,19.06472969,28.02339172
4/5/2012,20.022295,32.0210228,43.49499893,39.28648376,18.964233399999998,28.33627319
4/9/2012,19.95795822,31.31074142,42.74499893,39.50872803,18.74889183,28.05353928
4/10/2012,19.5076046,30.55180931,42.38000107,40.30713272,18.36846352,27.2393055
4/11/2012,19.63628006,31.06749344,42.82500076,39.50872803,18.55508995,27.39009666
4/12/2012,19.6730442,31.14533043,43.36999893,40.78453445,18.64122391,27.6539669
4/13/2012,19.65465736,30.83397675,42.88499832,40.06843567,18.69147491,28.09124756
4/16/2012,19.65925598,30.59073067,42.79000092,39.64865494,18.97141266,28.07616043
4/17/2012,19.82928848,30.97019577,43.32500076,39.78036118,19.00012398,28.27218628
4/18/2012,19.77414131,29.91936874,43.38999939,39.41818619,18.80632019,28.08369827
